Genes	G:\18.8.23_Michal\CSSdp12_S1-B12_1_3444.d.dia	G:\18.8.23_Michal\CSSdp11_S1-B11_1_3443.d.dia	G:\18.8.23_Michal\CSSdp10_S1-B10_1_3442.d.dia	G:\18.8.23_Michal\CSSde9_S1-B9_1_3441.d.dia	G:\18.8.23_Michal\CSSde8_S1-B8_1_3440.d.dia	G:\18.8.23_Michal\CSSnp6_S1-B6_1_3438.d.dia	G:\18.8.23_Michal\CSSnp5_S1-B5_1_3437.d.dia	G:\18.8.23_Michal\CSSnp4_S1-B4_1_3436.d.dia	G:\18.8.23_Michal\CSSne3_S1-B3_1_3435.d.dia	G:\18.8.23_Michal\CSSne2_S1-B2_1_3434.d.dia	G:\18.8.23_Michal\CSSne1_S1-B1_1_3433.d.dia	G:\18.8.23_Michal\CSSde7_S1-B7_1_3439.d.dia
ADGRE5	29319.3	25907.9	31413.1	62937.9	66426.2	31348.1	37842.2	37633.8	80120.2	82631.5	75219.5	56744.3
ADGRF1	4815.61	7502.31	5626.84	5209.02	4527.92		6447.83	5338.76	5957.84	3104.21	8013.59	6702.22
ADH5	293094	365993	327664	350687	348994	410507	265866	330014	222028	185212	229426	178579
ADI1	97624.6	90710.6	98684	108632	117668	116610	102274	78376.1	106643	98336.9	89041.2	91813.2
ADIRF	88474.2	129338	106192	125884	133792	107091	59026	101925	81552.5	75202.7	81177.4	56774.5
ADK	37546.4	44644.6	46609.2	44948.8	39497	39402.7	34542.3	46774.1	39611.6	36265.3	40839.6	40660.4
ADNP	43339.1	47041.9	42879.3	42954	43263.1	43226.6	40473.4	45464.9	36034	36377.8	35989.6	34622.7
ADNP2	3653.03	5711.78	5000.51	4927.42	5676.15	6480.42	3454.15	3918.49	4336.52	1133.34	2293.25	4006.65
ADO	6325.69	7718.37	7116.71	7268.56	6440.5	8881.68	7908.05	7346.8	9969.77	5447.85	6269.45	6386.13
ADPGK	19687.7	20488.5	20501.3	19640.9	28460.7	25321.2	16287	14390.1	9557.96	7269.16	8438.47	13730.6
ADPRS	7327.65	7776.72	6358.11	9644.06	9461.59	7132.62	8039.33	7801.89	7915.31	9059	10658.3	8064.4
ADRM1	67731.3	77699.8	72507.5	111554	101989	77348	70983.9	75905.9	99009.1	82401.7	102645	85364.6
ADSL	75377.7	77044.6	76477.3	72942.2	72583.8	74329.8	79235.4	83643.2	68231.7	62842.3	74499.2	80681.5
ADSS2	89406.4	88106.6	88351.5	87448.6	84482.7	95066	88588.7	89201.6	91798	92698.1	89723.6	84926.4
AEBP2	7842.46	8882.2	8724.89	10081.3	7802.29	8049.49	8596.17	8890.01	8270.6	10177.9	6124.57	10610.6
AFAP1	6885.58	6948.15	7493.87	7424.13	8141.29	6341.25	8572.14	6176.54	5195.04	7361.22	6678.17	7858.85
AFDN	14487	13556.2	14519.8	11643.2	17876.8	11332.7	11420.1	14329.4	11890.1	11345.6	11905.1	11689.6
AFF4	9667.71	9053.62	9622.59	9582.04	9005.63	10105.4	9441.51	11351.3	10130.3	8604.54	11924.4	6962.71
AFG3L2	99134.9	94796.9	86911.4	77967.6	83417.3	100058	89906.3	95332.2	79086.4	71595.5	82026.4	73372.7
AFP	27076.6	37703.8	26255.5	29752	19786.1	29751.7	24695.1	40471.7	19839.8	25952.4	13842.4	17174.6
AFTPH	20772	17944	20416.3	18575.5	14515.4	20652.9	20348.6	20778.8	16014.6	19655.4	20725.5	16702
AGA	13214.2	8393.18	11925	10193.3	8029.09	9941.5	8212.67	10451.4	8120.96	8984.13	8385.55	10398
AGAP1	4690.15	4537.37		3190.23		5193.64	5186.42		5621.08	2120.47	3276.22	
AGFG1	26173.5	31398.6	31036.6	26117.7	24889.7	27840.6	29759.9	31557.1	28132.6	29214.2	27635.7	37089.8
AGGF1	7997.32	8511.36	6147.49	8321.02	4697.87	6134.08	8576.28	8226.91	7888.46	6923.78	7669.72	7758.43
AGK	38996.7	42924.3	43397.2	40428.1	37566.3	45441.1	42676.1	46823.5	35508.6	34747.3	42823.2	32390.3
AGL	26927.9	26832.5	28379.4	23966.7	22629.6	25666.3	27884.2	25949.1	23574.4	28169.4	24723	26154
AGO1	7645.26	10598.1	8845.45	11932.5	8988.61	8074.33	8724.54	8935.02	9974.02	11751	10247.5	10101.9
AGO2	31936.9	36737.5	34738.4	24356.6	28648	32591.1	31663.2	34109	31756.8	31225.8	33059.7	32759.5
AGO3	26108.3	27502.7	26889.1	15593.6	8658.94	17936.9	8008.6	21343.5	33894.3	26761.6	20811.9	29532.9
AGPAT3	8667.6	7238.12	7666.75	7609.4	5024.86	6065.65	8846.91	8591.16	8000.03	7472.76	6482.27	8039.58
AGPAT5	13516.7	15797.1	13277	11922	12281.5	16124.1	10208.9	14245.8	7173.1	6861.19	9670.93	7080.07
AGPS	77990.3	76935.3	77589.9	70580.1	72295.7	77251	71520.6	72583.3	72295.3	74806.9	67659.3	77983.9
AGRN	10396	12205.6	11030.2	17483.1	13609.2	11127.9	11683.3	10233.6	14592	17009.2	17185.7	22541.6
AGTPBP1	10790.9	10128.7	8784.51	7594.84	8823.33	11016.4	10035.8	9532.87	8523.13	8691.96	8482.41	6023.5
AHCTF1	76593.6	72767.7	66615.8	80291.5	76061.7	76184.8	69744.2	80211	67575.7	78150.3	79929.3	80314.8
AHCY	323138	351170	342818	326968	342143	371617	366512	352841	334335	340549	349039	310725
AHCYL1	23497.9	23834.5	27331.8	30883.8	31740.9	21824.1	25670.5	27436.5	33821.5	34494.7	33756.2	30048.8
AHNAK	491932	523456	472453	488594	517855	406420	438389	461064	416205	415255	437578	411831
AHNAK2	38949.2	48449.6	40167.6	35554.8	49134.7	36264.6	35823.9	34089.6	30645.3	33488.4	30914.8	36878.3
AHR	4750.76	7149.47	6468.93	6071.87	6039.53	5838.19	5072.64	7217.82	8646.02	7592.52	7050.7	7461.62
AHSA1	201008	206901	201209	199555	210012	196475	183769	198441	169955	167816	181613	149002
AHSG	754338	856042	698106	788014	740940	818975	730760	890384	592065	656184	587062	646917
AIDA	11174.2	12164.5	9248.44	12535.7	9912.11	11060.4	11829.8	12787.5	10623.7	10456.9	11852.7	9908.58
AIFM1	175641	178093	180926	172398	141192	170377	183215	166455	159571	154775	171715	148237
AIFM2	35427.6	34560.8	36027	29598.8	28681.6	24598.1	36505	32854.9	28297.3	25128.2	23954.9	31722.5
AIMP1	170742	155052	141811	142103	150370	151666	158770	167423	142879	168941	153507	150804
AIMP2	63797.8	67940.8	75463.7	63865.8	56070.5	68854.1	61028.9	57644.6	47383.8	47817.2	51934.5	54661.5
AIP	59475.6	59956.7	56748.8	71923.5	81131	84659	64019.7	69314.2	65954.8	73007.4	68531	56908.2
AK1	111157	113719	100077	133446	158224	139185	110802	120508	118850	126733	115246	123477
AK2	161561	170985	178834	176526	185567	160664	154897	179539	174004	162751	164835	164217
AK3	11552.7	8943.75	11282.5	12024.1	11825.2	12152.2	10412	11790.7	7263.2	10979.5	10174	6868.5
AK4	174118	206004	177827	164475	160512	169355	183751	196081	173776	161644	174338	165204
AK6	15047.2	20726.3	15601.3	17247.4	18245.2	20264.2	17412.8	20635.2	12557	15060.5	16477.7	10222.4
AKAP1	13671.5	15803.5	14681.6	15092.7	13352.9	15760.3	14935.2	16388.5	14458.3	13423.9	13974.5	14777.2
AKAP11	8075.2	8697.26	9096.4	8155.06	8751.3	7811	7489.48	7532.46	9114.47	8562.38	7232.73	10004.7
AKAP12	1.11934e+06	1.1608e+06	1.1111e+06	1.2159e+06	1.27476e+06	1.01931e+06	1.05958e+06	1.03477e+06	1.09765e+06	1.06863e+06	1.09332e+06	1.04181e+06
AKAP13	16806.4	16708.8	17809.8	17559.1	15754.1	17899	18026	15931.4	18157	18472.9	20266.4	19833.2
AKAP17A	25304.1	24900.1	24300.7	23517.4	21262.5	26233	22921.8	29285.5	22156.1	26575.3	25691.2	31319.7
AKAP2	22631.1	23887.3	20933.2	24840.7	18907.2	17930.3	20593.5	20688.4	21067	23842	22351.9	17027.4
AKAP6	648633	629223	474129	541372	490826	447852	524423	551944	470057	440237	543184	409830
AKAP8	25123.3	23693.4	22916.8	25493.2	27394.1	23611.9	26208.6	25062.3	25007.1	26321.2	24505.7	23605.2
AKAP8L	63926.8	66223.4	55818.5	70957.3	75096.3	64554.4	66464.4	66347.2	57357.4	62490.3	58321.2	65144.5
AKAP9	26590.6	29431.7	29620.5	26159.3	29277.7	29370.5	31369.2	30263.5	31793.1	36873.5	32071.7	32635.2
AKR1A1	201810	180008	195983	229727	244894	208470	210407	214863	240756	242111	230767	225736
AKR1B1	136812	149286	151279	135552	131087	146656	144670	131809	138871	141712	138339	139219
AKR7A2	38536.7	40241.7	38014.3	46245	53500.1	39361.4	37389.8	39868.6	38237.1	45374	39913.4	42203.1
AKT1	3336.95	4501.47	3569.5	6155.19	5075.74	4456.45	4467.1	4083.2	4602.36	6089.11	6633.38	8395.33
AKT1S1	11109.1	9166.75	11821.7	12707.4	14670.8	10118.6	12699.7	9286.28	10157.8	12061.2	10076	10292.7
AKTIP	11100.1	8424.62	7965.52	7670.78	8335.94	7854.74	8387.52	5376.3	8259.36	7473.91	11188.1	8221.8
ALAD	5395.12	3326.05	5697.56	5361.02	4045.37	4515.97	6400.1	4516.65	6286.86	6093.83	7716.22	7427.61
ALAS1	9965.1	10581.5	9496.32	12091.2	11609.5	10399.6	9375.56	11501.4	10939.5	10552	12239.6	10222.5
ALB	538669	503144	405363	453059	505560	427357	511073	590831	448708	408885	325151	418998
ALCAM	23917.5	22258.6	23696.2	21755.4	17270.3	22446.8	19721.5	22085	19215.1	18293.2	19229	26216.6
ALDH16A1	33637.3	33278.3	34605.6	38281.7	38811.5	33390.2	34476	34569	41535.1	35596	27140.1	33901.5
ALDH18A1	124286	124062	135918	107539	103357	120828	128846	123515	112029	117023	112920	116652
ALDH1A3	221167	214267	208143	204580	217805	200440	209263	221788	187562	148245	195509	133794
ALDH1B1	73022.6	80334.9	76170.5	74163.6	62895.6	67729.1	61118.1	82972.3	59371.9	55008.5	72065	39841.1
ALDH2	21022.5	26346.9	23104.1	23790.8	24402.2	23071.6	22575.7	21383.3	18060.6	14831.9	23406.4	13827.9
ALDH3A2	49633.5	52015.8	56857.2	41267.4	38276.7	54421.5	56460.9	53988	41378.5	49685.2	52385.8	44889.5
ALDH4A1	13332.3	13728.2	13967.3	15819	16020	13920.9	13690.8	15431.8	15592.1	15362.3	16634.9	13963.3
ALDH5A1	7477.13	8283.74	9833.61	9304.43	11369.3	8966.89	9269	9386.85	9202.14	6994.08	6553.26	6701.87
ALDH6A1	10755.4	12395.8	11833.1	10500.1	12409.9	10363.5	10445.6	11383.6	10686.1	8635.24	9991.01	8958.01
ALDH7A1	89417.5	85265.7	84823.8	82957.9	77986	77513.1	83808.9	88247.5	96393.7	88148.4	86510.2	88709.8
ALDH9A1	113257	134783	116152	117693	143104	114501	105695	118769	96298.2	78500.6	103504	78674.1
ALDOA	2.03405e+06	2.04818e+06	2.16621e+06	2.0231e+06	2.05841e+06	2.10382e+06	2.09404e+06	2.1065e+06	1.95435e+06	2.04358e+06	2.0188e+06	2.10855e+06
ALDOC	36939	39405.9	47904.9	39957.3	38744.2	43853.3	42954.8	38882.2	47458.9	44901.8	45654.5	41396.7
ALG1	11753.6	10878.5	7325.11	10790.8	12849.1	10062.1	8105.35	10334.1	4480.9	10988.2	11064.1	7206.64
ALG2	21387.5	19330.9	18863.5	19220.2	15287.9	19715.9	13671.3	17930.7	12565.3	9201.38	15524.5	10687.9
ALG5	38486.8	33753.1	31435.4	26662.3	31244.1	42900.8	27363	37530.1	24814.7	30996.9	28776.6	23087.1
ALG9	5532.78	6355.91	7020.08	5783.97	5102.95	4834.23	4583.04	4573.67	2637.85	4474.81	5275.95	5528.62
ALKBH1	5378.01	6311.16	5876.07	5110.74	2866.32	4516.1	7088.74	7433.61	5325.31	5738.35	4751.43	2699.25
ALKBH2	15328.3	20429.7	14414.9	19437.5	25435.2	17847	12279.3	20779.8	12615.1	5004.86	13320.8	11674.3
ALKBH3	14775.5	15421.5	16870.7	13046.5	12320.1	19208.1	20155.4	14096.9	12797.7	13273.1	15523.5	13423.7
ALKBH5	19001.2	20281.9	21741.3	26688.4	30407	25635.6	20752.4	20715.7	22352.1	13266	22887.9	16886.2
ALKBH8	10010.5	7675.48	7088.85	6702.61	7459.25	9042	8619.33	9827.42	9561.35	8946.61	8640.42	6719.39
ALMS1	9840.92	24534.9	9647.99			13370.4	8185.46	8199.6	4002.09		10043.8	
ALS2	2497.76	2442.7		2078.81	2386.96	2775		2783.65		2365.47	3450.74	
ALYREF	377659	433813	395279	409340	441869	413914	433981	407998	388310	249505	361120	322901
AMBP	15336.2	18873.7	22518.6	18258	12149.6	21222.5	21091.3	24018.9	16621	24182.2	23910.1	19787.4
AMD1	2690.9	2820.79	4384.23	6320.83	3209.22	4778	3395.72	3567.86	2207.7	4195.98	2845.43	2130.88
AMDHD2	3485.79	7052.93	6839.89	5010.67	5169.25	3222.84	8080.52	6838.43	11371	10997.9	14414.3	12473.9
AMFR	9390.24	10127.3	11893.7	8965.21	11628.1	10718.8	9845.37	8881.15	6118.66	9260	9421.83	6869.59
AMMECR1	7279.53	8648.46	14353	4305.2	12400.6	5640.23	18667.5	9051.03	16038.4	18567.6	15195.3	19431.6
AMMECR1L	13336.5	14292.4	12817.3	11880.6	12861.5	9720.12	13081.9	11808.4	11752.9	15382.7	12328.1	13408.9
AMN1	8512.94	8214.9	7987.82	8163.5	7291.03	8751.1	8298.79	8320.46	7935.33	6746.76	7536.81	8408.6
AMOTL2	18167	21011.5	19629.7	20430.1	21567.7	21995.7	16598.6	20015.8	19821.6	19347	18892.2	26351.5
AMPD2	7015.11	10613.2	8931.22	11737.8	12409.6	9991.42	9483.41	9020.8	13630.4	13707.3	14188.9	11464.6
AMPD3	47084.3	46924.9	50504.9	43338.6	38490.4	40035.7	42412.4	37370.7	40169.1	35749.5	41130.4	40647.8
ANAPC1	18859.7	19643	20005.5	18509	18671.3	19473.2	23604.9	21467.4	19835.2	18173.5	20663.9	19562.8
ANAPC10	7650.62	7069.83	7369.52	5526.73	7681.53	7682.2	8630.65	8539.66	7859.69	7659.73	7324.92	6018.5
ANAPC11	7744.23	5996.77	7543.28	7520	5968.94	4881.68	8907.12	6473.97	10306.6	10850.1	8415.73	14066.8
ANAPC13	4867.77	4612.35	5394.89	3677.57	4361.19	3366.97	4773.21	4479.67	3959.88	4065.91	5352.11	4416.72
ANAPC2	7134.78	8505.22	7644.68	10111.1	10444.8	5501.63	8187.54	7190.93	15065.4	16581.8	13953.5	15009.3
ANAPC4	24157	23717.7	25258.3	23552.2	22072.5	27703.5	26704.5	23759.4	28598.4	27177.1	27242.7	24782.6
ANAPC5	26503.1	29468.2	27121.1	28216.6	23987.3	24206.2	27044.4	30603.9	19458.9	21462.7	23802.3	25333.9
ANAPC7	85019.9	83620.5	73136.3	65681.6	62421.3	73657.5	73326.4	76180.9	60507.5	65913	69280.4	68995.9
ANGEL1	10681.7	13886.4	9262.24	6919.51	5621.41	12980.9	12569.3	10003.8	8255.08	2267.69	6515.27	6238.15
ANGEL2	14846.8	15418.2	18187.8	13377.7	11336.1	13819.9	15926.6	16104.6	9751.78	11038.8	9375.95	13294.7
ANK3	4323.16	4076.19	3747.66	4399.32	4967.57	5224.39	4731.33	4963.87	2592.06	2522.9	3660.51	2681.18
ANKFY1	22603.3	21656.4	20954.7	25374.3	23943.3	23065.2	23642.1	21789.5	17318.1	21527.4	23417.9	22129.5
ANKHD1	16855.5	16907.7	18143.2	15920.9	16284.2	16529	17049.3	15924.3	19846.4	20222.9	17809.3	20777.4
ANKLE2	177200	158897	182707	164721	141632	135837	195142	160123	188099	191419	204468	223134
ANKMY2	6490.95	8644.63	6551.96	8849.25	8669.12	7103.64	5883.44	8080.49	7209.47	8522.26	8343.5	8136.46
ANKRD11	8103.65	6657.81	7598.51	8543.98	7988.62	6092.03	6452.53	6447.07	9943.12	8829.72	6133.14	8333.33
ANKRD13A	71415.9	78588.8	83316	82289.1	58608.4	91959.6	77182.5	85254.2	33442.6	101241	65479.7	85914.4
ANKRD13C	3514.27	3021.99	5750.6		2995.97	5693.19		5791.82				
ANKRD17	22282	22699.8	20153.8	22000.1	26078.7	25871.1	21948.9	25719.6	21653	18556.7	22580.9	17431.5
ANKRD27	3895.79	3237.06	3250.27	4145.15	3487.37	3303.75	4222.57	3947.12	4196.04	3966.19	4286.26	5306.96
ANKRD28	16484.6	14068.9	14564.2	13087.1	10235.2	12781.5	14529.3	13211.9	15768.5	14713.8	14783.7	16236.9
ANKRD39	12964.9	11794.4	11316.1	13944.4	11564.5	14986.5	14329.1	12601	16444	19303.2	16593.1	14791.7
ANKRD40	7134.16	6242.14		11563.1	13993.1	9140.39	7075.17	11487.4	6416.89	5381.16	9108.26	8394.17
ANKRD52	1871.96	2387.27	2580.69	6196.94	8850.36	3213.53	2332.29	2558.03	9882.24	8319.43	6380.68	5787.83
ANKRD54	4462.44	6286.09	4334.96	4562.29	7475.97	5600.28	5994.88	6862.85	8163.89	7983.36	7108.71	9568.76
ANKS1A	11942.8	11472.3	9762.84	9117.81	10768.7	11600.8	13135.5	11089.2	9129.27	15934.8	13845.7	15198.3
ANKZF1	6309.26	6312.55	5310.54	8001.24	8330.89	5166.36	5970.06	6331.45	13781	11249.5	10338.6	10782.2
ANLN	107955	108996	98393.8	54165.2	56069.8	93954.6	83307	84739.8	54103.9	52217.6	56688	47423.1
ANO1	7440.61	7550.69	8264.41	9412.4	8204.8	8283.17	7827.24	8041.88	11744.5	8563.4	8053.98	10291.8
ANO6	3996.58	3998.34	4616.58	4033.44	2900.26	3609.92	4662.66	3414.99	4922.23	5187.81	4377.3	4625.27
ANP32A	299967	304417	301160	297478	327168	322580	235737	320596	204561	204067	225589	193582
ANP32B	735121	593809	557471	617315	524371	635577	508171	542382	476057	432711	453787	628767
ANP32E	123015	144942	148124	154937	153226	160148	136367	173651	164535	128683	143738	146168
ANTXR1	3758.19	3349.88	4487.08	3285.59	2506.64	2862.58	4753.67	2952.14	3647.61	3751.89	2591.46	5470.69
ANXA1	1.57723e+06	1.63796e+06	1.54788e+06	1.58537e+06	1.44733e+06	1.60725e+06	1.51043e+06	1.66904e+06	1.44929e+06	1.32564e+06	1.48135e+06	1.21718e+06
ANXA11	220939	202541	209087	227452	203247	215780	231936	243059	239402	232336	241751	214698
ANXA2	831724	791496	716612	570448	628184	519099	855597	517674	775937	528367	765553	546955
ANXA3	475930	518113	487182	462152	459098	459893	444096	485526	461768	404599	403899	393639
ANXA4	60265.2	57780.2	56786.6	54970.6	60166	62650.8	53421.2	58841.7	54984.7	52715.2	48604.6	48683.6
ANXA5	537465	507736	525268	467667	480778	525108	460762	490027	336378	347226	434362	370066
ANXA6	331120	346955	309794	295272	324690	307380	306260	334232	273462	252115	293866	246228
ANXA7	134514	127455	125693	113668	121688	114360	132219	119414	116968	120969	109965	127485
AP1B1	45808.9	45202.9	39659.4	52511.3	54254.2	32356	47152.4	40400.8	27940.8	55481.8	60757.1	50694.7
AP1G1	46270.9	44916.8	50516.5	46784.4	44975.4	46710.7	47066.8	43912.9	46671.6	44078.2	43373	49354
AP1G2	8252.11	8983.97	7736.88	11439.8	9806.71	8145.87	7812.13	7565.22	18359	8534.3	10618.7	8147.2
AP1M1	37964.1	46302.7	55990	43964.4	70880.8	37317.5	47334.8	35139.4	50990.4	59947.1	59189.8	66408.9
AP1M2	11262.8	7929.49	10375.8	8224.8	7186.58	9183.94	10268.4	7950.84	10942.6	9902.1	10189.3	8935.29
AP1S1	1346.56	2632.84		3731.81	8376.35	2959.77		2151.5	1602.52			
AP2A1	73588.4	75638.2	88099.1	86429.3	85667.3	74908	84224.1	74754	132167	119106	116815	107630
AP2A2	39620.1	36715.5	48378.5	46441.4	42518	45613.4	48719.2	37887.3	56624.8	60212	50750	54928.6
AP2B1	62200.6	55497.1	53080.7	60695.8	58510.3	60753.3	62614	53610.6	51916.9	53469.5	61999	63214.5
AP2M1	35185.5	37149.8	36789.7	42943.8	40835.2	39049.7	34214.4	36241.1	38274.5	35814.9	42247	29181.4
AP2S1	6511.65	3749.63	8136.15	11302.4	7345.36	7948.11	6603.03	3695.43	4117.98	7494.3	4310.38	
AP3B1	46307.4	55718	58743.6	62647.7	56201.6	57653.2	58656.4	57662.9	62955.9	59062.6	71322.9	59810.8
AP3B2	10624.5	7365.39	2408.09	1279.52	3506.78	10343.8	6446.33	8793.74	12032.8	9714.72	16856.4	12760
AP3D1	63345.2	59495.7	57797.2	85568.5	76979	60862.2	65246.3	66329.9	80202.5	81435.6	83030.9	78813.6
AP3M1	14572.8	13448.6	13157.7	16004.3	18197.2	8850.99	13855.1	15203.5	13239.6	12030.1	15904.6	17887.8
AP3M2	12115.7	14153.4	12498.4	8980.27	13857.5	6379.93	17538.9	13956.9	23359.4	22006.6	20299.5	24394.4
AP3S1	72787.9	68204.7	77657.3	84604.4	68613.2	67198.1	75996.2	56072.9	84033.4	97946.1	91619.9	85564.3
AP4B1	6789.4	5833.48	6521.31	3200.27	4680.44	6168.86	5897.17	7390.21	5760.77	3967.56	5567.86	2946.18
AP4E1	10955.7	7896.82	7663.59	7094.23	7604.44	8067.4	9774.74	8236.18	9116.15	8604.98	7841.07	6867.74
AP4S1	18628.6	16189.8	17543.2	18581.6	13107	16081.8	21613.4	20043.5	24494.9	26309.8	20103.6	25390
APAF1	6381.1	4920.15	5377.22	3099.3	5285.86	5698.82	5317.44	2847.44	6882.81	6238.75	7288.61	5762.64
APBA2	75901.4		81654.3		37973.1	61214.3	76018.8	13960	89570.4	91316.8		11127.7
APBA3	6037.77	3325.92	4970	6847.61	6325.89	5142.77	5441.16	5692	9741.08	9034.11	9421.21	12352.1
APBB2	11458.3	12445.3	12916.4	13171.4	12685.5	13343.1	12087.1	12358.9	15398.6	15581.4	15191.8	17820.4
APC	4335.08	4007.29	3263.62	3991.18	5432.89	4550.98	3922.44	4354.51	4249.18	4175.99	5121.71	4445.2
APEH	64745.2	52046.8	52814.8	60477	51118.7	44872.3	59060.2	55615.3	59997.4	69469.8	65177.7	61187.4
APEX1	391862	404309	382579	401013	392875	402373	373407	431653	327995	361506	395118	329604
APEX2	3308.02	3376.42	4006.4	1554.34	2940.64		3336.98	2603.73	836.907	2169.93	2439.56	4094.27
API5	113528	109554	111881	102802	101129	101175	118874	105025	105067	102135	105107	112517
APIP	47335.6	52848.8	54569.6	44539.1	41666.6	36706.2	53319	46136.6	54164.7	55846.7	51041.1	53857.4
APLP2	9566.49	8152.48	8833.88	7696.39	7900.94	8413.41	8615.46	10683.9	8005.9	6779.12	9956.68	12719
APMAP	65173.1	63938.9	64822.9	61222.7	58248.3	70725.9	66882.4	69670.8	61311.5	69423.4	65701.5	54848.5
APOBEC3C	45236.8	42258.4	52742.7	48467.3	53912.2	31155.9	39386.6	52195.1	46460.6	41030.3	54042.5	50581.6
APOBEC3F	14880.7	12730.7	17240.6	15973.6	18067	18634.8	16264.1	16058.1	21671	18812.8	14013.3	16640.7
APOL2	4379.72	4220.53	4168.15	4343.23	4397.06	4068.14	4029.92	4487.65	3992.73	5172.65	3598.08	4794.43
APOO	35493.6	42067.6	37959.8	39357.2	41991.8	37404.4	29801.8	43647.4	23956.6	26642.1	30549.2	21575.1
APOOL	33144.8	35607.8	33719	28361.3	23185.2	25984.1	36389.6	30213.8	24996.6	45337.3	38734.8	44147
APP	13639.7	15250.5	15909.4	14256	13562.2	13164.5	12456.8	14743.5	11615.4	12502.3	11073.1	16077.2
APPL1	17236.4	14542.2	15784.8	14553.1	12778.1	14436.5	15636.5	14816.2	17078.6	13940.5	16805.9	15342.4
APPL2	7090.39	7546.3	4310.42	6014.16	2800.19	3769.32	4354.45	6568.58	5304.12	5846.93	4688.36	2532.29
APRT	126088	119192	121645	130010	121460	127957	103965	140977	162103	133553	152449	106550
APTX	25180	23826.7	20817.8	17694.7	15706.3	18976.4	22432.7	22695.6	17355.4	18068.6	16201.2	16178.1
AQR	21321.6	21451.5	20727.4	22201.5	22342.8	19196.8	23078.7	19354.1	19895	22128.5	21429	26169.8
ARAP1	3383.76	3931.97	3750.09	4282.73	4552.15	2912.43	4207.03	3643.69	8720.06	5365.56	7021.36	5960.62
ARAP3	3892.79	3278.99	2581.2	4040.43	4065.78	2911.22	3079.51	1964.9	7853.78	6908.49	4027.94	5529.08
ARCN1	160586	169204	169298	153830	150233	155129	157456	166934	159316	135510	153534	149661
AREG	20223.2	20877.7	23083.2	21456.1	17522.6	16734.4	18478.4	17388.1	18091.6	19603.9	19981.6	22066.5
ARF1	13313.4	12528.7	10430.5	8546.97	9258.43	9861.01	11207.8	12041.9	9000.59	4634.88	10359.3	3281.96
ARF4	99254.3	98905.9	100237	82100.8	86342	92252.5	116018	88290.5	98042.5	108876	105874	139934
ARF5	41403.5	39815.3	40842.4	39271.4	50300.9	41390.6	40289.2	56980.1	29426.7	29482.1	41718	41131.6
ARF6	17389.6	21212.2	24103.5	20960.6	24596.4	22095.8	24478.2	26791.2	17602.2	25201.1	21422.9	8548.14
ARFGAP1	33672.6	31144.2	34894.6	43824.4	39206.6	38878.2	41074	41954.6	45092.7	36953	43661.8	42502.5
ARFGAP2	42661.8	41328.9	47250.2	64048.2	59237.5	35231.9	45395.3	44592.9	90230.2	75339	78126	60882.8
ARFGAP3	18840.1	18915.4	17448.7	16653.2	18583.1	19284.5	15636.8	14408.9	16095.9	13549.7	15515.2	12147
ARFGEF1					1721.03			937.027	493.502		940.71	
ARFGEF2	16598.5	15749.6	16269.6	14697.6	13954.2	16099.6	16102	18353.2	13810.6	17777.6	13727.6	19305.8
ARFGEF3	6585.57	5908.62	8522.26	8331.86	8507.96	5939.25	7224.57	5211.6	5378.11	7593.25	10572.4	6383.56
ARFIP1	151907	155702	150390	163613	141326	127231	140662	141347	115604	140430	113481	122447
ARFIP2	20504.7	22345.5	20178.9	31561.4	32806.8	22788.2	27926.3	27823.8	33076.1	30882.6	37018.7	38540.2
ARFRP1	3338.29	3503.49	3596.53	5813.96	6344.93	2185.98	3188.17	3925.45	5019.53	4382.46	4618.94	3232.15
ARG2		1876.16					874.931		2212.79	1719.04	1143.19	1360.12
ARGLU1	129056	138512	124574	123936	124861	124071	130319	130764	106930	85708.5	112936	95147.9
ARHGAP1	21706.6	21343.6	22702.8	23094.9	24288.6	20995.6	23207.3	20859.8	26531.3	24753.1	32386.3	37061.1
ARHGAP10	15702.3	15221.4	15983.4	14338.9	13854.5	15890.6	14538	14412.4	13900	10844.4	12648.9	12473.4
ARHGAP11A	11976.3	12540.3	11347.6	11537.1	11362.8	11673.5	10012	12195.4	5200.5	6135.58	8037.57	9876.43
ARHGAP12	36825.3	42527.8	39523.5	36078.8	34586	39284.7	45673.9	38334.2	41441.8	41866.5	38682.6	42196.7
ARHGAP17	21010.7	23830.8	23265.9	22458.6	27217.5	24745	21488.1	22894.7	20564.4	20379	20414.2	22675.8
ARHGAP18	101492	103637	89779.6	95898.5	109388	109298	94510.7	106967	84782.5	82452.6	94280.1	82356.6
ARHGAP19	11267.5	11023.9	11506.6	6932.74	5878.34	12210	11330.3	10695.9	6437.21	6392.85	7083.4	8453.62
ARHGAP21	2954.21	4163.12	3808.16	4077.24	2964.56	2114.02	4752.17	3144.96	2131.29	2979.35	4914.8	2506.32
ARHGAP27	9399.56	5183.81	6333.45	8482.77	9990.94	4211.13	8631.16	9487.66	16708.4	14351	15410.9	20622.6
ARHGAP29	25633.4	29121.8	26999.2	29635.8	29034.3	29560.7	27693.2	29027.1	23058.8	23302.7	24958.3	25351.6
ARHGAP35	14929.2	16610.9	15369.7	13165.7	13849	12881.2	17405.9	14459.7	11791.3	16490.2	15306.5	13805.4
